[2026-04-21T08:05:43.854412+00:00] main.INFO: Source table payment_services_order_status_data_production_submitted_hash does not exist. Skipping data migration... [] []
[2026-04-21T08:06:03.364028+00:00] main.ERROR: {"feed":"undefined","operation":"undefined","status":"Cannot set indexer to Update On Schedule mode: Invalid entity_type specified: catalog_product","elapsed":"515 ms","pid":"1825","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} {"indexer":"catalogsearch_fulltext","exception":"[object] (Magento\\Framework\\Exception\\LocalizedException(code: 0): Invalid entity_type specified: catalog_product at /var/www/html/vendor/magento/module-eav/Model/Config.php:472)"} []
[2026-04-21T08:06:05.500293+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.062061+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.077202+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.401440+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.679077+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.689831+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.691366+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.692653+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.696808+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_21","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.697590+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.698086+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.698507+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_disable_auto_group_change","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.772959+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.775900+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.777120+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.777983+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.780730+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.781459+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ADDRESS_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.782088+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_address_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.782556+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_address_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.783031+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_register_address_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.783424+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_address_vat_id","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.788432+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.792288+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.805176+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_21","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.805806+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_disable_auto_group_change","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.807525+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.808807+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_address_vat_id","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.841210+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.843629+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.844641+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.845444+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.848370+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_1","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.848876+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.849304+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.849725+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_website_id","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.863705+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.866043+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.867076+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.867952+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.872087+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_3","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.872877+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.873658+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.874431+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_created_in","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.890320+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.892910+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.894434+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.895328+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.898742+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_9","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.899271+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.899856+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.900356+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.900809+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.901195+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.901599+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.902171+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_email","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.917779+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.921536+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.922997+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.923907+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.927318+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_10","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.927911+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.928381+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.928882+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.929345+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_group_id","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.947699+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.950720+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.952071+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.953328+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.957472+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_11","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.958069+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.958446+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.958905+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.959306+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.959840+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.960707+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.961283+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_dob","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.977674+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.980275+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.981391+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.982216+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:08.985358+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_17","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.986034+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.986685+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.987291+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.987838+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.988295+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.988760+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:08.989199+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_taxvat","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.007243+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.010736+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.012685+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.013543+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.016634+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_18","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.017300+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.018130+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_confirmation","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.033254+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.036309+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.037965+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.038821+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.041939+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_19","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.042437+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.042882+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.043294+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.043702+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.044102+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.044479+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_created_at","FPC"],"mode":"matchingTag"}} []
[2026-04-21T08:06:09.060091+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.062451+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.063661+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2026-04-21T08:06:09.064400+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
